"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0E550","2019-07-27 02:00:00","84.000","98.000","1.000","25.300","0.950","997.500","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","25.300",""
"C0X060","2019-07-27 02:00:00","19.000","127.000","1.000","26.700","0.910","1005.500","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","26.700",""
"C0R510","2019-07-27 02:00:00","31.000","102.000","0.500","27.800","0.880","1003.100","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","27.800",""
"C0AC60","2019-07-27 02:00:00","55.000","214.000","0.700","26.300","0.900","1000.300","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","26.300",""
"C0UA70","2019-07-27 02:00:00","547.000","163.000","2.700","24.500","0.990","947.000","-99.000","0.000","-99.000","-99.000","-99.000","24.600","","24.500",""
"C0G740","2019-07-27 02:00:00","24.000","86.000","0.500","27.900","0.880","1003.700","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","27.800",""
"C0F9N0","2019-07-27 02:00:00","75.000","99.000","0.800","27.600","0.790","997.800","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","27.600",""
"C0F9T0","2019-07-27 02:00:00","111.000","308.000","1.200","27.600","0.810","993.900","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","27.600",""
"C0S710","2019-07-27 02:00:00","382.000","40.000","0.700","23.400","0.900","964.900","-99.000","0.000","-99.000","-99.000","-99.000","24.600","","23.400",""
"C0M680","2019-07-27 02:00:00","37.000","0.000","0.000","27.800","0.890","1003.500","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","27.600",""
"C0X220","2019-07-27 02:00:00","26.000","304.000","1.900","27.300","0.870","1003.000","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","27.300",""
"C0R560","2019-07-27 02:00:00","22.000","0.000","0.000","27.500","0.880","1004.100","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","27.500",""
"C0F9P0","2019-07-27 02:00:00","26.000","194.000","1.700","29.200","0.790","1003.400","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","29.200",""
"C0O970","2019-07-27 02:00:00","71.000","111.000","1.100","25.100","1.000","998.600","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","25.100",""
"C0F0B0","2019-07-27 02:00:00","311.000","53.000","1.200","23.400","0.960","971.900","-99.000","0.000","-99.000","-99.000","-99.000","23.500","","23.100",""
"C0R620","2019-07-27 02:00:00","34.000","305.000","1.200","27.100","0.880","1002.800","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","26.200",""
"C0C660","2019-07-27 02:00:00","176.000","0.000","0.200","27.300","0.800","986.900","-99.000","0.000","-99.000","-99.000","-99.000","27.600","","27.200",""
"C0SA10","2019-07-27 02:00:00","411.000","66.000","0.300","24.600","0.850","960.600","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","24.600",""
"C0M740","2019-07-27 02:00:00","15.000","163.000","0.400","28.400","0.870","1003.700","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","27.800",""
"C0K460","2019-07-27 02:00:00","60.000","97.000","1.000","27.200","0.800","998.600","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","27.200",""
"C0X100","2019-07-27 02:00:00","10.000","119.000","1.500","29.200","0.850","1003.100","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","29.100",""
"C0K560","2019-07-27 02:00:00","117.000","85.000","0.300","25.100","0.900","993.900","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","25.100",""
"C0R150","2019-07-27 02:00:00","105.000","112.000","1.300","26.400","0.990","993.300","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","26.100",""
"C0S690","2019-07-27 02:00:00","522.000","246.000","0.500","23.100","0.970","948.400","-99.000","0.000","-99.000","-99.000","-99.000","23.500","","23.000",""
"C0U870","2019-07-27 02:00:00","474.000","0.000","0.000","24.000","0.930","955.300","-99.000","0.000","-99.000","-99.000","-99.000","24.400","","24.000",""
"C0A520","2019-07-27 02:00:00","48.000","0.000","0.000","26.400","0.930","1001.500","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","26.400",""
"C0X130","2019-07-27 02:00:00","27.000","125.000","1.000","27.300","0.920","1002.700","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","27.200",""
"C0V400","2019-07-27 02:00:00","56.000","50.000","1.300","26.900","0.900","999.100","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","26.800",""
"C0UA40","2019-07-27 02:00:00","1121.000","225.000","0.500","20.600","0.900","886.200","-99.000","0.000","-99.000","-99.000","-99.000","21.100","","20.600",""
"C0G720","2019-07-27 02:00:00","50.000","150.000","1.200","26.400","0.880","1000.200","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","26.400",""
"C0G890","2019-07-27 02:00:00","24.000","109.000","0.900","28.400","0.910","1003.300","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","28.200",""
"C0I540","2019-07-27 02:00:00","3344.000","28.000","1.800","10.300","0.800","683.100","-99.000","-99.000","-99.000","-99.000","-99.000","11.400","","9.400",""
"C0K390","2019-07-27 02:00:00","31.000","121.000","1.000","27.600","0.840","1002.600","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","27.600",""
"C0T9A0","2019-07-27 02:00:00","498.000","0.000","0.200","23.400","0.990","952.300","-99.000","0.000","-99.000","-99.000","-99.000","24.100","","23.000",""
"C0AH40","2019-07-27 02:00:00","426.000","351.000","1.100","25.700","0.880","959.400","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","25.500",""
"C0X280","2019-07-27 02:00:00","22.000","170.000","1.000","28.000","0.850","1003.800","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","27.900",""
"C0V620","2019-07-27 02:00:00","18.000","109.000","0.600","28.100","0.870","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","28.000",""
"C0H960","2019-07-27 02:00:00","120.000","180.000","2.300","26.400","0.950","991.400","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","26.100",""
"C0M530","2019-07-27 02:00:00","1385.000","90.000","0.800","18.500","0.990","865.400","-99.000","0.000","-99.000","-99.000","-99.000","18.500","","18.000",""
"C0R170","2019-07-27 02:00:00","26.000","0.000","0.200","26.500","1.000","1003.400","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","26.400",""
"C0I420","2019-07-27 02:00:00","305.000","60.000","1.000","23.400","0.950","973.100","-99.000","0.000","-99.000","-99.000","-99.000","23.800","","23.400",""
"C0A640","2019-07-27 02:00:00","241.000","0.000","0.000","24.100","0.950","981.900","-99.000","0.000","-99.000","-99.000","-99.000","24.500","","24.100",""
"C0A930","2019-07-27 02:00:00","216.000","0.000","0.200","24.900","1.000","980.900","-99.000","0.000","-99.000","-99.000","-99.000","24.900","","24.300",""
"C0F9M0","2019-07-27 02:00:00","230.000","183.000","0.800","26.500","0.820","980.400","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","26.500",""
"C0AC40","2019-07-27 02:00:00","1079.000","247.000","3.100","20.700","0.990","889.900","-99.000","0.000","-99.000","-99.000","-99.000","21.600","","20.700",""
"C0AI00","2019-07-27 02:00:00","188.000","0.000","0.000","26.800","0.830","985.600","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","26.600",""
"C0T9M0","2019-07-27 02:00:00","92.000","320.000","2.900","26.700","0.890","996.900","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","26.400",""
"C0K430","2019-07-27 02:00:00","30.000","159.000","1.000","27.600","0.910","1003.600","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","27.600",""
"C0Z170","2019-07-27 02:00:00","199.000","0.000","0.200","26.100","0.880","986.000","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","26.100",""
"C0Z100","2019-07-27 02:00:00","36.000","0.000","0.000","25.700","0.940","1004.300","-99.000","0.000","-99.000","-99.000","-99.000","26.300","","25.700",""
"C0U710","2019-07-27 02:00:00","1942.000","80.000","0.400","16.600","0.860","806.200","-99.000","0.000","-99.000","-99.000","-99.000","17.000","","16.200",""
"C0SA30","2019-07-27 02:00:00","92.000","287.000","1.500","27.900","0.760","996.400","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","26.800",""
"CM0120","2019-07-27 02:00:00","4.000","186.000","1.900","28.700","0.810","1005.500","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","28.700",""
"C0Z290","2019-07-27 02:00:00","946.000","0.000","0.100","20.800","0.950","904.900","-99.000","0.000","-99.000","-99.000","-99.000","22.200","","20.700",""
"C0V680","2019-07-27 02:00:00","40.000","98.000","0.900","27.700","0.810","1001.600","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","27.700",""
"C0F9U0","2019-07-27 02:00:00","74.000","110.000","0.500","28.200","0.780","997.600","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","27.900",""
"C0AI10","2019-07-27 02:00:00","76.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0V530","2019-07-27 02:00:00","34.000","80.000","0.800","27.100","1.000","1001.800","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","27.000",""
"C0R550","2019-07-27 02:00:00","38.000","106.000","1.100","26.900","1.000","1002.500","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","26.700",""
"C0A950","2019-07-27 02:00:00","60.000","194.000","1.300","28.500","0.810","999.800","-99.000","0.000","7.700","132.000","","28.500","","28.200",""
"C0R160","2019-07-27 02:00:00","45.000","20.000","1.100","25.500","0.990","1000.300","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","25.500",""
"C0F9S0","2019-07-27 02:00:00","43.000","159.000","1.700","27.400","0.810","1001.500","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","27.400",""
"C0M820","2019-07-27 02:00:00","980.000","49.000","0.800","19.100","0.920","902.100","-99.000","0.000","-99.000","-99.000","-99.000","19.300","","18.900",""
"C0G870","2019-07-27 02:00:00","12.000","147.000","1.100","27.200","0.950","1005.600","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","27.200",""
"C0R530","2019-07-27 02:00:00","16.000","0.000","0.100","28.100","0.990","1003.900","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","27.900",""
"C0O840","2019-07-27 02:00:00","134.000","122.000","0.900","26.500","0.990","989.900","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","26.500",""
"C0A890","2019-07-27 02:00:00","40.000","0.000","0.100","25.100","0.970","1001.100","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","25.100",""
"C0A660","2019-07-27 02:00:00","97.000","0.000","0.000","26.200","1.000","995.000","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","26.200",""
"C0T9H0","2019-07-27 02:00:00","725.000","289.000","2.800","22.500","0.990","928.400","-99.000","0.000","-99.000","-99.000","-99.000","23.100","","22.500",""
"C0R270","2019-07-27 02:00:00","51.000","287.000","1.000","27.000","0.950","999.000","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","26.300",""
"C0O980","2019-07-27 02:00:00","18.000","134.000","0.800","26.100","0.960","1005.000","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","26.100",""
"C0T9I0","2019-07-27 02:00:00","152.000","202.000","0.900","25.200","0.900","990.700","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","25.200",""
"C0V760","2019-07-27 02:00:00","30.000","112.000","1.000","28.000","0.830","1003.400","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","27.800",""
"C0AG90","2019-07-27 02:00:00","25.000","0.000","0.000","27.400","0.830","1004.500","-99.000","0.000","-99.000","-99.000","-99.000","27.600","","27.000",""
"C0R570","2019-07-27 02:00:00","37.000","0.000","0.000","27.000","0.870","1001.100","-99.000","0.000","-99.000","-99.000","-99.000","27.600","","26.800",""
"C0O900","2019-07-27 02:00:00","9.000","0.000","0.000","26.900","0.970","1005.200","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","26.800",""
"C0AD00","2019-07-27 02:00:00","86.000","183.000","1.500","27.400","0.970","996.900","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","27.400",""
"C0V700","2019-07-27 02:00:00","24.000","106.000","1.300","29.000","0.780","1002.600","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","28.900",""
"C0AH00","2019-07-27 02:00:00","38.000","0.000","0.100","27.400","0.940","1001.900","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","27.200",""
"C0X080","2019-07-27 02:00:00","2.000","142.000","1.100","27.400","0.920","1005.600","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","27.400",""
"CM0150","2019-07-27 02:00:00","11.000","6.000","0.400","27.400","0.850","1004.700","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","27.300",""
"C0I480","2019-07-27 02:00:00","2165.000","0.000","0.000","13.200","0.990","787.000","-99.000","0.500","-99.000","-99.000","-99.000","13.800","","13.200",""
"C0A860","2019-07-27 02:00:00","362.000","221.000","1.000","25.500","0.850","966.300","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","24.300",""
"C0U940","2019-07-27 02:00:00","25.000","249.000","0.700","26.400","0.920","1004.700","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","26.300",""
"C0S970","2019-07-27 02:00:00","19.000","293.000","2.500","26.700","0.840","1003.500","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","26.500",""
"C0V260","2019-07-27 02:00:00","126.000","0.000","0.000","25.300","0.940","992.500","-99.000","0.000","-99.000","-99.000","-99.000","25.400","","25.000",""
"C0H990","2019-07-27 02:00:00","3076.000","22.000","1.000","9.300","0.980","705.500","-99.000","0.000","-99.000","-99.000","-99.000","10.000","","9.300",""
"C0F9K0","2019-07-27 02:00:00","30.000","172.000","1.900","28.600","0.790","1001.000","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","27.800",""
"C0AH90","2019-07-27 02:00:00","660.000","0.000","0.000","20.500","0.990","937.200","-99.000","0.000","-99.000","-99.000","-99.000","21.400","","20.500",""
"C0W150","2019-07-27 02:00:00","42.000","191.000","1.200","27.700","0.970","1000.700","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","27.700",""
"C0F000","2019-07-27 02:00:00","273.000","0.000","0.000","25.800","1.000","974.600","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","25.500",""
"C0K410","2019-07-27 02:00:00","20.000","165.000","1.100","28.100","0.880","1002.900","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","27.800",""
"C0R140","2019-07-27 02:00:00","740.000","126.000","0.400","23.100","0.880","928.400","-99.000","0.000","-99.000","-99.000","-99.000","23.300","","22.800",""
"C0V800","2019-07-27 02:00:00","256.000","243.000","0.400","23.800","0.920","976.200","-99.000","0.000","-99.000","-99.000","-99.000","24.400","","23.700",""
"C0S830","2019-07-27 02:00:00","288.000","3.000","1.400","26.300","0.810","975.200","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","26.300",""
"C0S920","2019-07-27 02:00:00","98.000","353.000","0.400","25.500","0.950","990.400","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","25.100",""
"C0V640","2019-07-27 02:00:00","35.000","100.000","1.400","27.800","0.870","1002.100","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","27.800",""
"C0AH80","2019-07-27 02:00:00","68.000","0.000","0.000","25.100","0.960","998.500","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","25.100",""
"C0K250","2019-07-27 02:00:00","12.000","150.000","0.600","26.300","0.970","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","26.300",""
"C0I410","2019-07-27 02:00:00","180.000","209.000","1.700","24.600","0.910","986.100","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","24.600",""
"C0M410","2019-07-27 02:00:00","245.000","336.000","1.000","23.600","1.000","975.800","-99.000","0.000","-99.000","-99.000","-99.000","23.700","","23.500",""
"C0F9Z0","2019-07-27 02:00:00","3193.000","22.000","3.100","10.800","0.790","696.000","-99.000","0.000","-99.000","-99.000","-99.000","11.700","","10.200",""
"C0G810","2019-07-27 02:00:00","26.000","134.000","1.300","28.300","0.820","1002.300","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","28.100",""
"C0U650","2019-07-27 02:00:00","442.000","0.000","0.100","24.600","0.990","958.400","-99.000","0.000","-99.000","-99.000","-99.000","25.000","","24.300",""
"C0D660","2019-07-27 02:00:00","65.000","0.000","0.200","27.900","0.760","998.800","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","27.800",""
"C0E540","2019-07-27 02:00:00","32.000","224.000","1.300","27.900","0.800","1002.400","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","26.700",""
"C0W170","2019-07-27 02:00:00","42.000","177.000","6.000","26.700","0.950","999.000","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","26.700",""
"C0Z150","2019-07-27 02:00:00","27.000","228.000","2.100","26.800","0.880","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","26.400",""
"C0S840","2019-07-27 02:00:00","22.000","255.000","2.000","25.900","0.910","1005.000","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","25.900",""
"C0H9A0","2019-07-27 02:00:00","1595.000","259.000","0.800","16.100","0.990","843.300","-99.000","0.000","-99.000","-99.000","-99.000","16.400","","16.000",""
"C0Z300","2019-07-27 02:00:00","182.000","284.000","0.600","26.500","0.810","987.700","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","26.300",""
"C0G730","2019-07-27 02:00:00","27.000","152.000","0.600","27.400","0.930","1003.800","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","27.400",""
"C0V730","2019-07-27 02:00:00","33.000","34.000","0.700","27.600","0.910","1003.100","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","27.500",""
"C0SA00","2019-07-27 02:00:00","466.000","317.000","2.200","23.700","1.000","954.400","-99.000","0.000","-99.000","-99.000","-99.000","24.400","","23.600",""
"C0S900","2019-07-27 02:00:00","27.000","224.000","1.800","28.800","0.840","1003.800","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","28.400",""
"C0C480","2019-07-27 02:00:00","105.000","0.000","0.000","28.000","0.750","994.500","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","28.000",""
"C0K330","2019-07-27 02:00:00","38.000","130.000","0.500","27.400","0.840","1001.500","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","27.200",""
"C0M660","2019-07-27 02:00:00","40.000","100.000","1.000","27.400","0.870","1002.100","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","27.400",""
"C0D580","2019-07-27 02:00:00","120.000","0.000","0.000","24.300","0.970","992.500","-99.000","0.000","-99.000","-99.000","-99.000","25.000","","24.300",""
"C0R640","2019-07-27 02:00:00","21.000","220.000","1.100","29.100","0.840","1004.500","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","28.900",""
"C0E810","2019-07-27 02:00:00","53.000","204.000","1.000","26.900","0.850","1000.500","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","26.500",""
"C0G830","2019-07-27 02:00:00","27.000","136.000","1.000","27.100","0.920","1001.500","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","27.000",""
"C0A550","2019-07-27 02:00:00","422.000","0.000","0.000","24.600","1.000","960.700","-99.000","0.000","-99.000","-99.000","-99.000","24.600","","24.200",""
"C0G750","2019-07-27 02:00:00","31.000","129.000","0.500","26.800","0.860","1003.600","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","26.800",""
"C0Z270","2019-07-27 02:00:00","343.000","250.000","2.400","24.500","0.880","969.100","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","24.400",""
"C0UA30","2019-07-27 02:00:00","1397.000","0.000","0.000","19.400","0.990","858.100","-99.000","0.000","-99.000","-99.000","-99.000","19.700","","19.400",""
"C0I080","2019-07-27 02:00:00","536.000","245.000","0.300","21.300","0.980","950.900","-99.000","0.000","-99.000","-99.000","-99.000","21.700","","21.300",""
"C0UA00","2019-07-27 02:00:00","392.000","170.000","0.300","23.000","0.990","964.200","-99.000","0.000","-99.000","-99.000","-99.000","23.400","","23.000",""
"C0AD40","2019-07-27 02:00:00","32.000","189.000","1.200","25.400","0.960","1002.900","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","25.300",""
"C0S660","2019-07-27 02:00:00","794.000","227.000","0.800","19.900","0.880","921.900","-99.000","0.000","-99.000","-99.000","-99.000","20.300","","19.700",""
"C0M640","2019-07-27 02:00:00","155.000","141.000","0.300","25.500","0.990","988.900","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","25.300",""
"C0UA10","2019-07-27 02:00:00","1711.000","335.000","1.100","16.300","1.000","830.200","-99.000","0.000","-99.000","-99.000","-99.000","16.500","","16.200",""
"C0V770","2019-07-27 02:00:00","26.000","82.000","1.100","27.800","0.990","1003.100","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","27.400",""
"C0E730","2019-07-27 02:00:00","26.000","124.000","1.100","27.200","0.780","1001.900","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","27.200",""
"C0V810","2019-07-27 02:00:00","32.000","0.000","0.000","28.700","0.840","1001.200","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","28.700",""
"C0A9C0","2019-07-27 02:00:00","35.000","54.000","0.400","27.400","0.840","1002.700","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","27.300",""
"C0X310","2019-07-27 02:00:00","9.000","123.000","1.300","28.200","0.890","1005.700","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","28.200",""
"C0K280","2019-07-27 02:00:00","23.000","201.000","0.600","27.700","0.910","1005.600","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","27.700",""
"C0M650","2019-07-27 02:00:00","20.000","178.000","1.000","27.400","0.890","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","27.400",""
"C0S910","2019-07-27 02:00:00","212.000","245.000","2.200","26.800","0.940","983.600","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","26.500",""
"C0D570","2019-07-27 02:00:00","15.000","111.000","0.400","26.200","0.910","1004.500","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","26.100",""
"C0M710","2019-07-27 02:00:00","15.000","157.000","2.400","28.900","0.850","1004.600","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","28.800",""
"C0V490","2019-07-27 02:00:00","20.000","102.000","1.700","28.800","0.970","1004.000","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","28.700",""
"C0E870","2019-07-27 02:00:00","34.000","213.000","2.700","29.100","0.690","1003.400","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","27.200",""
"C0M800","2019-07-27 02:00:00","440.000","48.000","1.000","22.600","0.920","958.900","-99.000","0.000","-99.000","-99.000","-99.000","22.800","","22.400",""
"C0A570","2019-07-27 02:00:00","360.000","0.000","0.000","23.400","0.990","967.700","-99.000","0.000","-99.000","-99.000","-99.000","23.700","","23.200",""
"C0S790","2019-07-27 02:00:00","236.000","325.000","2.100","24.200","0.960","981.100","-99.000","0.000","-99.000","-99.000","-99.000","24.800","","24.200",""
"C0D590","2019-07-27 02:00:00","143.000","202.000","0.900","27.000","0.810","991.300","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","26.800",""
"C0U990","2019-07-27 02:00:00","31.000","260.000","0.800","26.800","0.870","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","26.800",""
"C0M700","2019-07-27 02:00:00","150.000","83.000","1.500","24.900","0.930","990.200","-99.000","0.000","-99.000","-99.000","-99.000","24.900","","24.700",""
"C0A970","2019-07-27 02:00:00","96.000","189.000","8.800","27.100","0.940","996.400","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","27.100",""
"CM0110","2019-07-27 02:00:00","7.000","205.000","0.600","28.200","0.800","1005.500","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","28.000",""
"C0S940","2019-07-27 02:00:00","150.000","12.000","0.400","26.500","0.850","988.800","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","26.500",""
"C0X250","2019-07-27 02:00:00","33.000","174.000","0.500","28.300","0.830","1002.400","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","27.900",""
"C0K520","2019-07-27 02:00:00","10.000","186.000","1.300","27.900","0.880","1004.100","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","27.700",""
"C0Z200","2019-07-27 02:00:00","153.000","193.000","1.800","24.200","0.990","990.600","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","24.200",""
"C0V740","2019-07-27 02:00:00","60.000","359.000","2.100","25.500","0.950","1000.400","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","25.500",""
"C0V790","2019-07-27 02:00:00","410.000","32.000","2.300","23.300","0.870","960.600","-99.000","0.000","-99.000","-99.000","-99.000","23.400","","23.100",""
"C0G860","2019-07-27 02:00:00","45.000","134.000","1.500","27.500","0.780","999.600","-99.000","0.000","-99.000","-99.000","-99.000","27.600","","27.500",""
"C0Z250","2019-07-27 02:00:00","1124.000","0.000","0.100","19.400","0.990","886.600","-99.000","0.000","-99.000","-99.000","-99.000","20.000","","19.400",""
"C0K440","2019-07-27 02:00:00","35.000","81.000","1.000","27.300","0.840","1002.400","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","27.300",""
"C0T900","2019-07-27 02:00:00","160.000","266.000","0.900","25.800","0.700","987.600","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","25.800",""
"C0F9V0","2019-07-27 02:00:00","525.000","177.000","2.200","23.800","0.870","950.400","-99.000","0.000","-99.000","-99.000","-99.000","23.900","","23.400",""
"C0UA20","2019-07-27 02:00:00","2619.000","290.000","0.300","11.900","1.000","736.900","-99.000","0.000","-99.000","-99.000","-99.000","12.400","","11.800",""
"C0M850","2019-07-27 02:00:00","695.000","79.000","0.700","21.800","0.970","929.900","-99.000","0.000","-99.000","-99.000","-99.000","22.000","","21.600",""
"C0G790","2019-07-27 02:00:00","27.000","0.000","0.000","27.600","0.920","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","27.600",""
"C0C620","2019-07-27 02:00:00","19.000","99.000","0.300","26.500","0.920","1003.000","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","26.300",""
"C0I360","2019-07-27 02:00:00","300.000","97.000","3.000","24.300","0.880","972.700","-99.000","0.000","-99.000","-99.000","-99.000","24.500","","24.200",""
"C0M810","2019-07-27 02:00:00","1354.000","182.000","0.300","19.200","0.900","863.100","-99.000","0.000","-99.000","-99.000","-99.000","19.500","","18.500",""
"C0AC80","2019-07-27 02:00:00","40.000","0.000","0.100","25.200","0.980","1001.900","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","25.200",""
"CM0140","2019-07-27 02:00:00","26.000","338.000","0.500","28.100","0.700","1003.600","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","28.100",""
"C0SA20","2019-07-27 02:00:00","857.000","218.000","2.000","21.900","0.980","913.500","-99.000","0.000","-99.000","-99.000","-99.000","22.900","","21.900",""
"C0K490","2019-07-27 02:00:00","91.000","100.000","1.400","25.600","0.880","995.800","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","25.500",""
"C0V820","2019-07-27 02:00:00","441.000","38.000","1.600","23.500","0.840","959.800","-99.000","0.000","-99.000","-99.000","-99.000","23.900","","23.300",""
"C0S810","2019-07-27 02:00:00","65.000","31.000","1.100","26.800","0.880","1000.800","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","26.200",""
"C0R580","2019-07-27 02:00:00","10.000","96.000","0.800","26.900","1.000","1004.700","-99.000","0.000","-99.000","-99.000","-99.000","27.600","","26.900",""
