"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0X240","2019-07-27 12:00:00","394.000","178.000","1.700","26.100","0.940","964.700","-99.000","5.500","-99.000","-99.000","-99.000","29.000","","22.900",""
"C0S990","2019-07-27 12:00:00","409.000","296.000","0.500","29.600","0.720","963.200","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","25.700",""
"C0E850","2019-07-27 12:00:00","104.000","246.000","1.400","33.800","0.580","994.200","-99.000","0.000","-99.000","-99.000","-99.000","33.800","","24.600",""
"C0T9B0","2019-07-27 12:00:00","558.000","0.000","0.200","27.000","0.820","947.900","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","23.200",""
"C0G650","2019-07-27 12:00:00","34.000","173.000","2.700","34.600","0.580","1002.400","-99.000","0.000","-99.000","-99.000","-99.000","34.600","","26.500",""
"C0K580","2019-07-27 12:00:00","26.000","233.000","3.300","32.500","0.640","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","32.600","","25.800",""
"C0X050","2019-07-27 12:00:00","25.000","249.000","3.600","31.800","0.690","1003.300","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","25.900",""
"CM0100","2019-07-27 12:00:00","25.000","251.000","2.300","32.500","0.590","1003.700","-99.000","0.000","-99.000","-99.000","-99.000","32.600","","26.100",""
"C0AC70","2019-07-27 12:00:00","71.000","306.000","0.600","35.500","0.490","998.800","-99.000","0.000","-99.000","-99.000","-99.000","35.600","","26.200",""
"CM0130","2019-07-27 12:00:00","11.000","199.000","3.500","29.600","0.720","1007.000","-99.000","0.000","-99.000","-99.000","-99.000","29.900","","27.800",""
"C0W110","2019-07-27 12:00:00","16.000","-99.000","-99.000","-99.000","-99.000","1004.600","-99.000","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0X120","2019-07-27 12:00:00","28.000","237.000","3.200","31.600","0.710","-99.000","-99.000","0.000","-99.000","-99.000","-99.000","31.700","","26.900",""
"C0R100","2019-07-27 12:00:00","1006.000","0.000","0.000","22.700","0.950","900.300","-99.000","1.000","-99.000","-99.000","-99.000","25.000","","20.200",""
"C0C700","2019-07-27 12:00:00","151.000","31.000","1.300","32.500","0.610","990.000","-99.000","0.000","-99.000","-99.000","-99.000","34.100","","26.900",""
"C0W130","2019-07-27 12:00:00","18.000","176.000","6.000","28.600","0.830","1004.000","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","27.300",""
"C0F9R0","2019-07-27 12:00:00","20.000","291.000","4.500","31.800","0.950","1004.900","-99.000","0.000","-99.000","-99.000","-99.000","32.600","","27.000",""
"C0V660","2019-07-27 12:00:00","25.000","227.000","3.200","31.000","0.680","1005.800","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","26.900",""
"C0G780","2019-07-27 12:00:00","27.000","242.000","3.000","32.900","0.650","1003.400","-99.000","0.000","-99.000","-99.000","-99.000","33.200","","27.800",""
"C0C590","2019-07-27 12:00:00","72.000","268.000","1.900","33.100","0.610","997.800","-99.000","0.000","-99.000","-99.000","-99.000","33.700","","26.100",""
"C0I520","2019-07-27 12:00:00","3860.000","-99.000","-99.000","8.700","0.880","643.100","-99.000","-99.000","-99.000","-99.000","-99.000","9.000","","5.800",""
"C0E530","2019-07-27 12:00:00","341.000","198.000","1.600","32.700","0.590","968.700","-99.000","0.000","-99.000","-99.000","-99.000","32.700","","24.200",""
"C0M790","2019-07-27 12:00:00","15.000","239.000","3.000","31.900","0.620","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","32.000","","27.100",""
"C0R130","2019-07-27 12:00:00","1040.000","257.000","1.000","23.500","0.950","894.300","-99.000","0.000","-99.000","-99.000","-99.000","24.400","","20.500",""
"C0AH30","2019-07-27 12:00:00","755.000","86.000","1.300","28.900","0.780","924.900","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","22.400",""
"C0X170","2019-07-27 12:00:00","50.000","267.000","2.700","32.400","0.600","1001.300","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","26.300",""
"C0K291","2019-07-27 12:00:00","8.000","218.000","3.400","30.500","0.720","1006.700","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","28.100",""
"C0D480","2019-07-27 12:00:00","223.000","0.000","0.000","32.300","0.660","981.100","-99.000","0.000","-99.000","-99.000","-99.000","34.000","","23.500",""
"C0F0C0","2019-07-27 12:00:00","983.000","360.000","0.300","25.300","0.890","901.200","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","20.000",""
"C0U860","2019-07-27 12:00:00","5.000","132.000","2.500","33.300","0.680","1007.300","-99.000","0.000","-99.000","-99.000","-99.000","33.300","","27.000",""
"C0UA50","2019-07-27 12:00:00","808.000","142.000","2.700","25.100","0.990","919.900","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","21.500",""
"C0T960","2019-07-27 12:00:00","120.000","155.000","0.600","33.300","0.620","994.000","-99.000","0.000","-99.000","-99.000","-99.000","33.700","","23.800",""
"C0SA80","2019-07-27 12:00:00","136.000","48.000","2.700","30.600","0.700","992.000","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","25.200",""
"C0E780","2019-07-27 12:00:00","160.000","283.000","0.800","33.700","0.640","988.200","-99.000","0.000","-99.000","-99.000","-99.000","33.700","","25.600",""
"C0F9Q0","2019-07-27 12:00:00","149.000","263.000","2.800","32.600","0.720","989.100","-99.000","0.000","-99.000","-99.000","-99.000","33.300","","25.600",""
"C0F9X0","2019-07-27 12:00:00","166.000","255.000","2.300","30.900","0.690","988.600","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","26.100",""
"C0F0D0","2019-07-27 12:00:00","3171.000","283.000","0.700","13.300","0.910","698.700","-99.000","0.000","-99.000","-99.000","-99.000","15.600","","9.200",""
"C0S730","2019-07-27 12:00:00","110.000","358.000","1.200","30.000","0.770","995.600","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","25.700",""
"C0T790","2019-07-27 12:00:00","2830.000","124.000","2.000","19.500","0.750","727.600","-99.000","0.000","-99.000","-99.000","-99.000","19.500","","10.000",""
"C0M830","2019-07-27 12:00:00","540.000","172.000","2.300","29.800","0.700","948.900","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","21.300",""
"C0V750","2019-07-27 12:00:00","50.000","231.000","3.000","31.800","0.740","1003.100","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","27.400",""
"C0K530","2019-07-27 12:00:00","12.000","219.000","3.100","31.700","0.660","1005.700","-99.000","0.000","-99.000","-99.000","-99.000","31.700","","27.300",""
"C0G850","2019-07-27 12:00:00","62.000","232.000","3.400","33.900","0.590","998.900","-99.000","0.000","-99.000","-99.000","-99.000","33.900","","28.300",""
"C0V360","2019-07-27 12:00:00","94.000","249.000","1.900","31.400","0.680","996.900","-99.000","0.000","-99.000","-99.000","-99.000","31.900","","24.000",""
"C0K510","2019-07-27 12:00:00","10.000","218.000","2.600","31.900","0.670","1005.300","-99.000","0.000","-99.000","-99.000","-99.000","31.900","","27.600",""
"C0R380","2019-07-27 12:00:00","2.000","265.000","1.500","29.200","-99.000","1008.000","-99.000","9.500","-99.000","-99.000","-99.000","33.000","","24.800",""
"C0D650","2019-07-27 12:00:00","97.000","288.000","2.700","32.000","0.650","996.000","-99.000","0.000","-99.000","-99.000","-99.000","32.000","","27.100",""
"C0V630","2019-07-27 12:00:00","19.000","227.000","2.400","30.900","0.670","1007.900","-99.000","4.500","-99.000","-99.000","-99.000","31.300","","27.000",""
"C0U910","2019-07-27 12:00:00","17.000","127.000","4.500","31.900","0.630","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","26.500",""
"C0U600","2019-07-27 12:00:00","10.000","80.000","1.300","32.300","0.740","1006.600","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","25.500",""
"C0G820","2019-07-27 12:00:00","29.000","249.000","2.500","33.700","0.660","1002.500","-99.000","0.000","-99.000","-99.000","-99.000","33.800","","26.200",""
"C0R590","2019-07-27 12:00:00","72.000","262.000","5.400","31.000","0.640","999.200","-99.000","0.000","-99.000","-99.000","-99.000","31.200","","25.900",""
"C0A9E0","2019-07-27 12:00:00","26.000","325.000","3.800","33.100","0.610","1004.100","-99.000","0.000","-99.000","-99.000","-99.000","34.800","","27.900",""
"C0R480","2019-07-27 12:00:00","57.000","246.000","1.400","31.800","0.660","1000.900","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","26.000",""
"C0X300","2019-07-27 12:00:00","70.000","250.000","2.000","31.700","0.710","999.200","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","24.400",""
"C0U970","2019-07-27 12:00:00","7.000","122.000","3.800","32.200","0.680","1007.700","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","26.600",""
"C0M750","2019-07-27 12:00:00","10.000","240.000","2.400","30.600","0.730","1006.100","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","28.100",""
"C0I110","2019-07-27 12:00:00","161.000","260.000","1.200","32.000","0.990","989.300","-99.000","0.000","-99.000","-99.000","-99.000","32.700","","24.000",""
"C0V370","2019-07-27 12:00:00","74.000","249.000","0.900","31.300","0.740","999.600","-99.000","0.000","-99.000","-99.000","-99.000","31.300","","24.400",""
"C0C690","2019-07-27 12:00:00","242.000","3.000","2.900","30.100","0.630","980.500","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","25.700",""
"C0A540","2019-07-27 12:00:00","401.000","142.000","2.400","30.000","0.720","959.300","-99.000","0.000","-99.000","-99.000","-99.000","30.800","","22.700",""
"C0H950","2019-07-27 12:00:00","192.000","289.000","1.300","32.400","0.670","986.200","-99.000","0.500","-99.000","-99.000","-99.000","32.400","","23.200",""
"C0R360","2019-07-27 12:00:00","20.000","285.000","1.800","30.300","-99.000","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","30.300","","26.100",""
"C0O960","2019-07-27 12:00:00","112.000","226.000","2.800","29.600","0.730","994.900","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","25.100",""
"C0AH10","2019-07-27 12:00:00","30.000","328.000","2.000","33.400","0.620","1001.900","-99.000","0.000","-99.000","-99.000","-99.000","35.700","","26.900",""
"C0X210","2019-07-27 12:00:00","38.000","242.000","3.100","31.800","0.700","1001.200","-99.000","0.000","-99.000","-99.000","-99.000","31.900","","25.400",""
"C0D430","2019-07-27 12:00:00","87.000","0.000","0.000","32.200","0.710","995.600","-99.000","0.000","-99.000","-99.000","-99.000","34.500","","23.800",""
"C0AD30","2019-07-27 12:00:00","20.000","2.000","1.700","33.900","0.590","1002.800","-99.000","0.000","-99.000","-99.000","-99.000","34.300","","28.300",""
"C0R240","2019-07-27 12:00:00","87.000","246.000","0.900","28.700","0.870","997.800","-99.000","0.500","-99.000","-99.000","-99.000","30.800","","25.000",""
"C0U960","2019-07-27 12:00:00","1885.000","188.000","1.300","23.300","0.640","813.400","-99.000","0.000","-99.000","-99.000","-99.000","23.300","","13.600",""
"C0T9E0","2019-07-27 12:00:00","415.000","83.000","0.800","29.800","0.720","962.900","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","22.500",""
"C0D550","2019-07-27 12:00:00","1956.000","0.000","0.000","18.300","0.900","810.200","-99.000","0.000","-99.000","-99.000","-99.000","20.700","","15.100",""
"C0C630","2019-07-27 12:00:00","209.000","27.000","0.700","32.900","0.540","983.300","-99.000","0.000","-99.000","-99.000","-99.000","33.000","","25.600",""
"C0W150","2019-07-27 12:00:00","42.000","0.000","0.200","32.200","0.760","1001.500","-99.000","0.000","-99.000","-99.000","-99.000","33.400","","27.500",""
"C0AH90","2019-07-27 12:00:00","660.000","80.000","1.500","30.400","0.680","937.400","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","20.000",""
"C0F9K0","2019-07-27 12:00:00","30.000","267.000","4.000","31.900","0.710","1001.700","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","27.100",""
"C0H990","2019-07-27 12:00:00","3076.000","186.000","2.300","12.900","0.950","706.700","-99.000","0.000","-99.000","-99.000","-99.000","15.200","","9.000",""
"C0V260","2019-07-27 12:00:00","126.000","221.000","2.800","32.600","0.670","993.500","-99.000","0.000","-99.000","-99.000","-99.000","34.200","","24.500",""
"C0S970","2019-07-27 12:00:00","19.000","89.000","1.400","30.700","0.740","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","26.500",""
"C0U940","2019-07-27 12:00:00","25.000","64.000","1.600","34.800","0.550","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","34.800","","25.600",""
"C0A860","2019-07-27 12:00:00","362.000","36.000","2.400","32.700","0.690","967.000","-99.000","0.000","-99.000","-99.000","-99.000","33.300","","24.300",""
"C0I480","2019-07-27 12:00:00","2165.000","57.000","0.600","17.400","0.950","787.900","-99.000","0.500","-99.000","-99.000","-99.000","19.600","","13.200",""
"CM0150","2019-07-27 12:00:00","11.000","192.000","1.800","31.200","0.700","1006.600","-99.000","0.000","-99.000","-99.000","-99.000","31.900","","26.200",""
"C0X080","2019-07-27 12:00:00","2.000","228.000","2.500","31.100","0.700","1007.100","-99.000","0.000","-99.000","-99.000","-99.000","32.800","","26.700",""
"C0AH00","2019-07-27 12:00:00","38.000","39.000","3.000","32.900","0.650","1002.000","-99.000","0.000","-99.000","-99.000","-99.000","33.600","","26.300",""
"C0V700","2019-07-27 12:00:00","24.000","260.000","4.200","29.400","0.740","1004.400","-99.000","0.500","-99.000","-99.000","-99.000","31.000","","26.400",""
"C0AD00","2019-07-27 12:00:00","86.000","26.000","1.800","32.100","0.750","997.900","-99.000","0.000","-99.000","-99.000","-99.000","33.000","","26.900",""
"C0O900","2019-07-27 12:00:00","9.000","253.000","4.000","31.900","0.680","1006.600","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","26.200",""
"C0R570","2019-07-27 12:00:00","37.000","70.000","3.000","30.600","0.680","1002.300","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","26.200",""
"C0AG90","2019-07-27 12:00:00","25.000","357.000","2.600","34.400","0.570","1004.600","-99.000","0.000","-99.000","-99.000","-99.000","35.300","","26.900",""
"C0V760","2019-07-27 12:00:00","30.000","234.000","2.400","30.600","0.710","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","26.900",""
"C0T9I0","2019-07-27 12:00:00","152.000","63.000","2.700","31.600","0.650","991.600","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","24.400",""
"C0O980","2019-07-27 12:00:00","18.000","229.000","1.800","33.400","0.600","1006.300","-99.000","0.000","-99.000","-99.000","-99.000","33.400","","25.100",""
"C0R270","2019-07-27 12:00:00","51.000","277.000","2.600","30.700","0.810","1001.100","-99.000","0.000","-99.000","-99.000","-99.000","31.700","","24.800",""
"C0T9H0","2019-07-27 12:00:00","725.000","101.000","2.000","28.100","0.750","929.600","-99.000","0.000","-99.000","-99.000","-99.000","30.300","","22.500",""
"C0A660","2019-07-27 12:00:00","97.000","0.000","0.100","31.800","0.780","995.700","-99.000","0.000","-99.000","-99.000","-99.000","33.300","","25.000",""
"C0A890","2019-07-27 12:00:00","40.000","158.000","0.500","32.400","0.660","1001.800","-99.000","0.000","-99.000","-99.000","-99.000","33.000","","24.600",""
"C0O840","2019-07-27 12:00:00","134.000","253.000","2.500","29.600","0.910","991.100","-99.000","0.000","-99.000","-99.000","-99.000","30.800","","24.800",""
"C0R530","2019-07-27 12:00:00","16.000","244.000","4.300","28.600","0.950","1005.700","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","26.100",""
"C0G870","2019-07-27 12:00:00","12.000","234.000","2.800","33.300","0.700","1006.100","-99.000","0.000","-99.000","-99.000","-99.000","33.300","","26.400",""
"C0M820","2019-07-27 12:00:00","980.000","249.000","0.600","27.200","0.610","902.300","-99.000","0.000","-99.000","-99.000","-99.000","27.200","","18.800",""
"C0F9S0","2019-07-27 12:00:00","43.000","248.000","2.900","33.500","0.580","1001.700","-99.000","0.000","-99.000","-99.000","-99.000","33.500","","26.800",""
"C0R160","2019-07-27 12:00:00","45.000","272.000","3.400","31.000","0.810","1001.600","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","25.300",""
"C0A950","2019-07-27 12:00:00","60.000","163.000","6.800","30.200","0.790","1000.800","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","27.800",""
"C0R550","2019-07-27 12:00:00","38.000","255.000","2.700","27.300","0.990","1004.300","-99.000","17.000","-99.000","-99.000","-99.000","31.900","","25.300",""
"C0V530","2019-07-27 12:00:00","34.000","233.000","2.400","31.900","0.630","1003.400","-99.000","0.000","-99.000","-99.000","-99.000","31.900","","26.400",""
"C0AI10","2019-07-27 12:00:00","76.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0F9U0","2019-07-27 12:00:00","74.000","153.000","1.300","33.900","0.560","998.200","-99.000","0.000","-99.000","-99.000","-99.000","34.500","","27.100",""
"C0V680","2019-07-27 12:00:00","40.000","254.000","2.900","29.400","0.710","1003.300","-99.000","0.000","-99.000","-99.000","-99.000","30.800","","26.700",""
"C0Z290","2019-07-27 12:00:00","946.000","320.000","0.400","25.200","0.860","906.100","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","20.700",""
"CM0120","2019-07-27 12:00:00","4.000","246.000","5.200","30.500","0.720","1006.600","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","27.600",""
